Roll No,First name,Last name,DOB /Age,Grade,Grade LL,Section,Mandal,Village Name,Gender (M/F),Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Total Score,Total Marks,Total %,Center,Center_Name
SMT_80,Stephanie,,15,10,10,C,Shawntown,David Springs,M,0,1,0,2,2,4,0,2,3,2,16,30,53.33,SMT,SMT
SMT_81,Nicholas,,6,1,1,C,Boydmouth,Hall Shoal,F,0,4,1,2,2,2,2,3,2,2,20,30,66.67,SMT,SMT
SMT_82,Rebecca,,7,2,2,C,Duncanchester,Gregory Way,F,2,1,0,2,1,3,2,0,0,2,13,30,43.33,SMT,SMT
SMT_83,Rebecca,,10,5,5,C,Mannland,Daniel Drives,F,2,3,2,1,0,0,0,3,0,3,14,30,46.67,SMT,SMT
SMT_84,Darrell,,15,10,10,C,Jamesside,Abbott Plaza,F,1,0,2,0,1,0,1,1,3,3,12,30,40.0,SMT,SMT
SMT_85,John,,6,1,1,C,East Paulfort,Haynes Squares,M,0,2,2,1,3,0,0,0,3,2,13,30,43.33,SMT,SMT
SMT_86,Hannah,,16,10,10,C,North Cynthiatown,Johnson Green,F,0,0,2,1,1,3,1,1,1,1,11,30,36.67,SMT,SMT
SMT_87,Jeffrey,,16,10,10,C,Tammymouth,Michelle Underpass,F,1,2,2,0,3,1,3,1,2,3,18,30,60.0,SMT,SMT
SMT_88,Derek,,7,2,2,C,Robertton,Albert Park,M,1,0,1,2,3,2,0,2,0,1,12,30,40.0,SMT,SMT
SMT_89,Alexandra,,15,10,10,C,South Michaelhaven,Graham Tunnel,F,2,0,2,0,1,4,3,2,3,0,17,30,56.67,SMT,SMT
SMT_90,Kathryn,,12,7,7,C,South Thomasside,Davila Tunnel,M,2,1,0,0,0,1,2,0,0,0,6,30,20.0,SMT,SMT
SMT_91,Isabel,,11,6,6,D,East Bettyville,Gonzales Lodge,M,2,4,2,1,1,1,2,1,3,1,18,30,60.0,SMT,SMT
SMT_92,Barbara,,15,10,10,D,Vanessaborough,Ronald Crossroad,F,2,4,2,0,0,0,1,2,0,2,13,30,43.33,SMT,SMT
SMT_93,Laura,,8,3,3,D,South John,Jones Tunnel,F,2,2,0,1,2,3,3,3,0,1,17,30,56.67,SMT,SMT
SMT_94,Jennifer,,16,10,10,D,South Susanshire,Karen Vista,F,0,4,1,0,3,3,2,1,0,3,17,30,56.67,SMT,SMT
SMT_95,Melissa,,12,7,7,D,Port Brendatown,Robertson Hills,M,1,1,1,2,1,2,0,3,1,3,15,30,50.0,SMT,SMT
SMT_96,Laura,,9,4,4,D,South Christopher,Chelsea Ridge,F,0,3,0,1,1,1,0,3,1,1,11,30,36.67,SMT,SMT
SMT_97,Cindy,,7,2,2,D,South Theodoreborough,Stewart Brook,F,0,0,0,0,4,0,0,1,0,1,6,30,20.0,SMT,SMT
SMT_98,Barbara,,14,9,9,D,Thomasberg,Andrew Parkways,M,2,1,0,0,4,2,3,2,3,0,17,30,56.67,SMT,SMT
SMT_99,Jeremy,,9,4,4,D,Kennethville,Paula Estate,M,1,4,2,1,2,4,2,2,2,2,22,30,73.33,SMT,SMT
SMT_100,Maria,,14,9,9,D,Crawfordhaven,Smith Tunnel,F,1,3,1,1,2,1,1,1,2,1,14,30,46.67,SMT,SMT
SMT_101,Kyle,,14,9,9,D,Scottport,Velasquez Terrace,F,2,4,0,2,2,2,1,2,1,2,18,30,60.0,SMT,SMT
SMT_102,David,,14,9,9,D,West Stephanie,Norman Circles,M,0,2,2,2,3,4,0,1,2,2,18,30,60.0,SMT,SMT
SMT_103,Kathleen,,10,5,5,D,Lake Kevinton,Juan Knolls,F,0,2,0,1,3,0,3,2,2,3,16,30,53.33,SMT,SMT
SMT_104,James,,6,1,1,D,South Emilyfurt,Gonzales Plaza,M,0,3,1,1,1,1,0,2,0,0,9,30,30.0,SMT,SMT
SMT_105,Nichole,,15,10,10,D,South Jennifer,Ricardo Mountains,M,1,0,1,1,2,3,3,3,1,2,17,30,56.67,SMT,SMT
SMT_106,Ryan,,14,9,9,D,Ramirezfort,Shaffer Mountains,F,2,2,0,2,1,2,1,2,1,1,14,30,46.67,SMT,SMT
SMT_107,Martha,,14,9,9,D,Kimberlychester,Eaton Orchard,M,0,3,0,1,1,0,2,0,2,1,10,30,33.33,SMT,SMT
SMT_108,Krista,,6,1,1,D,Port Michael,Joshua Valleys,M,2,0,2,1,1,4,1,2,1,0,14,30,46.67,SMT,SMT
SMT_109,David,,16,10,10,D,Connieberg,Nicholas Haven,F,2,2,0,0,4,3,1,0,2,2,16,30,53.33,SMT,SMT
SMT_110,Lisa,,10,5,5,D,Ashleyland,Sutton Stravenue,F,2,3,2,0,1,0,0,0,2,2,12,30,40.0,SMT,SMT
SMT_111,Jeremy,,11,6,6,D,Port Abigail,David Orchard,M,2,4,2,0,2,3,2,1,1,3,20,30,66.67,SMT,SMT
SMT_112,Christian,,7,2,2,D,Mooreview,Scott Locks,M,1,2,2,0,0,1,3,2,0,2,13,30,43.33,SMT,SMT
SMT_113,Eric,,12,7,7,D,East Michaelview,David Square,M,0,0,0,1,1,4,3,0,2,0,11,30,36.67,SMT,SMT
SMT_114,Evan,,11,6,6,D,Lake Michaelstad,Morris Mission,M,1,4,1,1,4,2,2,2,2,0,19,30,63.33,SMT,SMT
SMT_115,Melissa,,9,4,4,D,East Stephanieburgh,Daniel Square,M,0,3,2,0,4,3,1,1,1,1,16,30,53.33,SMT,SMT
SMT_116,Ryan,,13,8,8,D,Lake Dennismouth,Page Forest,M,2,2,2,1,1,4,0,2,3,3,20,30,66.67,SMT,SMT
SMT_117,Michael,,6,1,1,D,South Amy,Mcneil Mountain,F,2,0,2,0,3,0,1,1,1,3,13,30,43.33,SMT,SMT
SMT_118,Megan,,16,10,10,D,West Shanestad,Wilson Meadow,M,0,1,0,2,0,3,1,0,0,3,10,30,33.33,SMT,SMT
SMT_119,Christina,,7,2,2,D,West Courtney,Reyes Freeway,F,1,4,0,2,2,2,1,1,3,0,16,30,53.33,SMT,SMT
SMT_120,Brad,,16,10,10,D,New Joshua,Gonzalez Land,F,0,1,2,2,1,3,1,3,2,1,16,30,53.33,SMT,SMT
SMT_121,Karen,,15,10,10,E,Millerburgh,Evans Prairie,F,1,2,2,1,1,0,0,2,0,1,10,30,33.33,SMT,SMT
SMT_122,Jennifer,,7,2,2,E,Jennifershire,John Route,F,1,2,0,2,1,3,1,3,3,1,17,30,56.67,SMT,SMT
SMT_123,Jessica,,10,5,5,E,West Daisyview,James Burgs,F,2,1,2,1,3,4,2,0,2,3,20,30,66.67,SMT,SMT
SMT_124,David,,10,5,5,E,Guerrerofort,Susan Glen,M,2,0,1,1,1,0,0,3,3,0,11,30,36.67,SMT,SMT
SMT_125,Jessica,,16,10,10,E,North Jennifer,Joshua Lock,F,2,2,0,0,4,3,1,2,3,0,17,30,56.67,SMT,SMT
SMT_126,Isabella,,11,6,6,E,North Matthewtown,Matthew Valley,M,1,4,0,1,3,0,3,0,3,0,15,30,50.0,SMT,SMT
SMT_127,Marie,,16,10,10,E,Lake Kimberly,Beck Way,F,2,2,1,2,4,4,0,3,0,2,20,30,66.67,SMT,SMT
SMT_128,Amy,,14,9,9,E,Beltranchester,Karen Tunnel,M,1,2,2,2,1,1,1,0,3,1,14,30,46.67,SMT,SMT
SMT_129,Gregory,,13,8,8,E,Hebertshire,Shepard Springs,M,0,1,0,0,1,0,0,0,0,0,2,30,6.67,SMT,SMT
SMT_130,Traci,,6,1,1,E,Javierport,White Lodge,F,2,4,2,1,3,4,3,0,3,1,23,30,76.67,SMT,SMT
SMT_131,Mark,,7,2,2,E,West April,Charles Spring,F,1,4,0,1,2,1,3,2,2,3,19,30,63.33,SMT,SMT
SMT_132,Jessica,,8,3,3,E,Rosalesborough,Chase Garden,F,0,0,0,2,0,4,0,3,3,1,13,30,43.33,SMT,SMT
SMT_133,Austin,,15,10,10,E,East Tommyshire,Ronald Lights,F,0,0,0,1,3,4,2,0,0,2,12,30,40.0,SMT,SMT
SMT_134,Patricia,,14,9,9,E,Albertton,Hess Inlet,M,0,2,2,2,0,0,1,1,2,0,10,30,33.33,SMT,SMT
SMT_135,Daniel,,9,4,4,E,Briantown,Turner Mews,F,0,3,2,2,2,3,1,3,1,3,20,30,66.67,SMT,SMT
SMT_136,Erica,,14,9,9,E,East Ashley,Maria Extensions,M,1,4,2,2,1,3,3,1,0,1,18,30,60.0,SMT,SMT
SMT_137,Suzanne,,16,10,10,E,South Christophermouth,Daniel Grove,M,2,1,1,2,0,2,0,0,1,1,10,30,33.33,SMT,SMT
SMT_138,Darlene,,14,9,9,E,New Louisfort,Scott Neck,M,0,0,2,2,4,3,2,1,0,0,14,30,46.67,SMT,SMT
SMT_139,Mark,,15,10,10,E,Lake Steven,Gonzalez Glens,M,0,0,1,0,1,0,3,0,2,2,9,30,30.0,SMT,SMT
SMT_140,Penny,,7,2,2,E,Ryanfurt,Harrison Ville,F,1,0,1,2,3,3,0,1,0,0,11,30,36.67,SMT,SMT
SMT_141,Cheyenne,,15,10,10,E,Leeport,Williams Drive,M,1,1,2,2,2,0,3,1,2,3,17,30,56.67,SMT,SMT
SMT_142,Marie,,11,6,6,E,Lake Garrettside,Wright Way,M,1,2,1,0,3,1,2,3,2,0,15,30,50.0,SMT,SMT
SMT_143,Susan,,12,7,7,E,East Rebeccaside,Gordon Trace,F,2,0,1,2,4,2,1,2,0,2,16,30,53.33,SMT,SMT
SMT_144,Daniel,,6,1,1,E,Simmonshaven,Juan Fall,F,1,0,2,2,1,0,2,3,0,2,13,30,43.33,SMT,SMT
SMT_145,Courtney,,16,10,10,E,New Linda,Phillip Viaduct,F,0,1,0,1,1,3,1,0,0,0,7,30,23.33,SMT,SMT
SMT_146,John,,7,2,2,E,Cobbville,Jonathan Vista,M,2,1,0,2,2,4,0,1,2,3,17,30,56.67,SMT,SMT
SMT_147,Christopher,,14,9,9,E,North Wandaport,Curtis Park,F,2,0,1,0,2,1,2,1,0,3,12,30,40.0,SMT,SMT
SMT_148,Tricia,,10,5,5,E,North Robertside,Walker Oval,F,1,4,0,1,4,1,3,0,2,3,19,30,63.33,SMT,SMT
SMT_149,Mark,,11,6,6,E,Lake Zachary,Michele Mountains,M,1,1,2,2,2,0,2,2,0,0,12,30,40.0,SMT,SMT
SMT_150,Jeffrey,,15,10,10,E,West Williammouth,Wyatt Wells,M,1,3,1,2,0,2,1,1,0,0,11,30,36.67,SMT,SMT
